Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
5220,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 70}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5225,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 71}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5230,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 72}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5235,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 73}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5240,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 74}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5245,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 75}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5250,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 76}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5255,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 77}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5260,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 78}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5382,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 79}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5383,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 80}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5384,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 81}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5385,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 82}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5386,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 83}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5387,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 84}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5388,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 85}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5389,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 86}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5390,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 87}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5391,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 88}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5392,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 89}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5393,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 90}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5394,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 91}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5461,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 92}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5462,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 93}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5463,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 94}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5464,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 95}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5531,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 96}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5532,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 97}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5533,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 98}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5534,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 99}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5535,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 100}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5536,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 101}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5537,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 102}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5604,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 103}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5605,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 104}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5606,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 105}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5607,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 106}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5608,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 107}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5609,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 108}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5610,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 109}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5611,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 110}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5612,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 111}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5807,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 112}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5808,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 113}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5809,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 114}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5810,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 115}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5811,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 116}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5890,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 117}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5891,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 118}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5892,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 119}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5893,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 120}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5894,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 121}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5895,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 122}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5896,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 123}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5897,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 124}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5898,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 125}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5977,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 126}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5978,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 127}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5979,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 128}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5980,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 129}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5981,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 130}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5982,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 131}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5983,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 132}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5984,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 133}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5985,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 134}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5986,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 135}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5987,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 136}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5988,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 137}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5989,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 138}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5990,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 139}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5991,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 140}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5992,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 141}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5993,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 142}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5994,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 143}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5995,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 144}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5996,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 145}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5997,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 146}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5998,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 147}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5999,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 148}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
6000,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 149}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
6001,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 150}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
9803,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 2, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9804,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 3, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9805,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 4, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9806,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 5, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9807,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 6, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9808,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 7, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9809,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 8, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9810,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 9, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9811,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 10, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9812,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 11, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9813,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 12, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9814,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 13, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9815,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 14, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9816,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 15, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
9817,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 16, 138.0: 0}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 12, 515.0: 0, 138.0: 0}"
10209,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 0, 515.0: 1}",1.0,"{40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 1, 138.0: 0}"
10211,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 0, 515.0: 2}",1.0,"{40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 1, 138.0: 0}"
10216,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 0, 515.0: 3}",1.0,"{40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 1, 138.0: 0}"
